id,label,domain,rows,degree,tier,x,y
FED_CFPB_COMPLAINTS,Cfpb Complaints,other,500,73,GEO,-0.06295946413411284,-0.014766791501034344
FED_CLINICALTRIALS,Clinicaltrials,health,500,6,PROBABILISTIC,0.09710562155108184,0.1652781524409925
FED_CMS_DIALYSIS,Cms Dialysis,health,7557,234,STEEL,-0.047074518765086226,-0.03975303441076724
FED_CMS_FACILITY_AFFILIATION,Cms Facility Affiliation,health,2239952,37,STEEL,0.04381778967982771,5.5155232236621084e-05
FED_CMS_HCRIS,Cms Hcris,health,6103,252,STEEL,-0.03153954853899945,-0.003672544529731768
FED_CMS_HOME_HEALTH,Cms Home Health,health,12392,194,STEEL,-0.03446058247677615,-0.009581380003615032
FED_CMS_HOSPICE,Cms Hospice,health,6852,207,STEEL,-0.029290105164528613,-0.01735932919422023
FED_CMS_HOSPITAL_GENERAL,Cms Hospital General,health,5432,279,STEEL,-0.03703236879954713,-0.013261637239948894
FED_CMS_IRF,Cms Irf,health,1222,194,STEEL,-0.05202902777149353,-0.022016163466066257
FED_CMS_LTCH,Cms Ltch,health,311,106,STEEL,-0.03955962472532904,-0.004499383008265771
FED_CMS_MEDICARE_PROVIDER,Cms Medicare Provider,health,1296739,72,STEEL,0.027267135299731154,0.047584986726269755
FED_CMS_NPPES,Cms Nppes,health,9606683,55,STEEL,0.08224272680068315,0.0458323475361408
FED_CMS_NURSING_HOME,Cms Nursing Home,health,14700,220,STEEL,-0.06755317625748432,-0.03153075377640512
FED_CMS_OPEN_PAYMENTS,Cms Open Payments,health,15385047,34,STEEL,0.06157562737054672,0.00993757759848679
FED_CMS_OPEN_PAYMENTS_2023,Cms Open Payments 2023,health,14700786,34,STEEL,0.05293284131175011,0.010539118334211752
FED_CMS_PART_D_PRESCRIBERS,Cms Part D Prescribers,health,1416883,44,STEEL,0.00599742766645031,0.02278404685826197
FED_CMS_POS_OTHER,Cms Pos Other,health,44429,302,STEEL,-0.0407008034351823,-0.025500332741432305
FED_DOJ_CRT_CASES,Doj Crt Cases,justice,1,0,,,
FED_DOJ_EPSTEIN_LIBRARY,Doj Epstein Library,justice,777,0,,,
FED_DOJ_FCA_SETTLEMENTS,Doj Fca Settlements,justice,19,0,,,
FED_EPA_ECHO,Epa Echo,other,3157891,192,STRONG,-0.09696581023850694,0.08181051907891149
FED_FARA_BULK,Fara Bulk,foreign_influence,221900,156,GEO,-0.04404832926384339,-0.030839385134617724
FED_FDA_DRUG_ENFORCEMENT,Fda Drug Enforcement,health,5000,3,GEO,0.24466094997402404,-0.0004626935799419607
FED_FDIC_ENFORCEMENT,Fdic Enforcement,economics,14,0,,,
FED_FDIC_FAILED_BANKS,Fdic Failed Banks,economics,4115,0,,,
FED_FEC_BULK,Fec Bulk,other,20938,183,GEO,-0.05361548099756977,-0.03136323016634037
FED_FEDERAL_REGISTER_DOCUMENTS,Federal Register Documents,governance,5000,0,,,
FED_FJC_IDB,Fjc Idb,justice,4126450,0,,,
FED_HHS_OIG_LEIE,Hhs Oig Leie,health,83464,230,STEEL,-0.02766579407029987,-0.01599119369219919
FED_HHS_TAGGS,Hhs Taggs,health,45,0,,,
FED_IRS_REVOCATION,Irs Revocation,other,1206628,23,STEEL,0.197719238332748,0.1371633954188126
FED_MAPPING_INEQUALITY,Mapping Inequality,housing,10154,6,GEO,-0.15209690694846661,-0.29747888114606397
FED_NAAG_MULTISTATE_SETTLEMENTS,Naag Multistate Settlements,justice,26,0,,,
FED_NARA_AAD,Nara Aad,history,554,0,,,
FED_NARA_WRA_AAD,Nara Wra Aad,history,36,0,,,
FED_NOAA_AIS,Noaa Ais,maritime,7296275,0,,,
FED_OFAC_SDN,Ofac Sdn,other,19115,7,PROBABILISTIC,0.053477369125005954,0.2024791071351067
FED_OYEZ,Oyez,justice,25,1,STRONG,0.42853921933690253,-0.5347297199056152
FED_REVOLVINGDOOR_PROJECT,Revolvingdoor Project,governance,409,0,,,
FED_SAM_EXCLUSIONS,Sam Exclusions,other,1000,77,GEO,-0.0629438055388658,-0.03549553840077008
FED_SCDB,Scdb,justice,83644,63,STRONG,0.23819726267502095,-0.31071767677460205
FED_SEC_EDGAR_COMPANY_TICKERS,Sec Edgar Company Tickers,economics,10414,1,STEEL,0.024437289722865976,0.43385153829485007
FED_SEC_EDGAR_FINANCIALS,Sec Edgar Financials,economics,6491,89,STEEL,-0.036424266496273686,0.15907313444605548
FED_SLAVEVOYAGES_INTRAAMERICAN,Slavevoyages Intraamerican,history,201,0,,,
FED_TREASURY_AVG_INTEREST_RATES,Treasury Avg Interest Rates,economics,4961,0,,,
FED_TREASURY_DEBT_TO_PENNY,Treasury Debt To Penny,economics,8329,0,,,
FED_USASPENDING_CONTRACTS,Usaspending Contracts,governance,6325622,114,STEEL,-0.06374858409913035,0.13465448914766903
FED_USASPENDING_SUBAWARDS,Usaspending Subawards,governance,5000,0,,,
FED_USASPENDING_TOPTIER_AGENCIES,Usaspending Toptier Agencies,governance,111,0,,,
FED_USGS_EARTHQUAKES,Usgs Earthquakes,hazards,9890,1,GEO,-0.24484861695808177,-0.6094428551527513
FED_WPA_SLAVE_NARRATIVES,Wpa Slave Narratives,history,100,0,,,
INTL_CH_ZEFIX,Ch Zefix,corporate_registry,18,0,,,
INTL_EC_SERCOP,Ec Sercop,corporate_registry,132995,0,,,
INTL_EMBER_ELEC,Ember Elec,economics,369264,0,,,
INTL_ES_BORME,Es Borme,corporate_registry,25,0,,,
INTL_GR_GEMI,Gr Gemi,corporate_registry,40,0,,,
INTL_HUDOC,Hudoc,justice,2000,0,,,
INTL_IE_CRO,Ie Cro,corporate_registry,3,0,,,
INTL_IT_ISTAT,It Istat,economics,213284,0,,,
INTL_OPENSANCTIONS,Opensanctions,other,71011,21,PROBABILISTIC,0.02027035298820931,0.13537506946196853
PORTAL_ARC_ATLANTA_DATAATLA_03DC194F2A,Atlanta Dataatla 03Dc194F2A,other,130,89,STRONG,-0.08204838278834786,-0.14976768167330493
PORTAL_ARC_ATLANTA_DATAATLA_05328F7540,Atlanta Dataatla 05328F7540,other,2000,3,STRONG,-6.698806062681174,-4.131628747292179
PORTAL_ARC_ATLANTA_DATAATLA_0F1C49C840,Atlanta Dataatla 0F1C49C840,other,598,29,STRONG,-0.25870499403484604,-0.3884531002173418
PORTAL_ARC_ATLANTA_DATAATLA_17C43E4BA3,Atlanta Dataatla 17C43E4Ba3,other,594,29,STRONG,-0.26460582065225513,-0.39238539074964435
PORTAL_ARC_ATLANTA_DATAATLA_1A7F4ADC21,Atlanta Dataatla 1A7F4Adc21,other,144,52,STRONG,-0.13433596431775358,-0.1769341172686645
PORTAL_ARC_ATLANTA_DATAATLA_32BD015354,Atlanta Dataatla 32Bd015354,other,2000,3,STRONG,-6.702483014113909,-4.103788651264388
PORTAL_ARC_ATLANTA_DATAATLA_3E1237B0E9,Atlanta Dataatla 3E1237B0E9,other,128,24,STRONG,-0.3104228338630462,-0.472961965182725
PORTAL_ARC_ATLANTA_DATAATLA_3F5DA71919,Atlanta Dataatla 3F5Da71919,other,58,77,STRONG,-0.06490931530631572,-0.13944804891319992
PORTAL_ARC_ATLANTA_DATAATLA_4AB9F9E31E,Atlanta Dataatla 4Ab9F9E31E,other,681,62,STRONG,-0.13807705494163747,-0.16500985379616562
PORTAL_ARC_ATLANTA_DATAATLA_4C51545609,Atlanta Dataatla 4C51545609,other,106,108,STRONG,-0.0856507966291554,-0.12859011171021817
PORTAL_ARC_ATLANTA_DATAATLA_51A606F539,Atlanta Dataatla 51A606F539,other,486,81,STRONG,-0.08561620384074656,0.12685520276932866
PORTAL_ARC_ATLANTA_DATAATLA_5A321B0C21,Atlanta Dataatla 5A321B0C21,other,118,24,STRONG,-0.2854155731489537,-0.47557897367176616
PORTAL_ARC_ATLANTA_DATAATLA_5ADD5EAF6A,Atlanta Dataatla 5Add5Eaf6A,other,454,106,STRONG,-0.07340658400889627,-0.13563611608629622
PORTAL_ARC_ATLANTA_DATAATLA_5D9B9C30A9,Atlanta Dataatla 5D9B9C30A9,other,14,52,STRONG,-0.09765199845392139,-0.17223533675067917
PORTAL_ARC_ATLANTA_DATAATLA_610443017C,Atlanta Dataatla 610443017C,other,780,109,STRONG,-0.0717629265798935,-0.12779709665633632
PORTAL_ARC_ATLANTA_DATAATLA_79E3C7BD36,Atlanta Dataatla 79E3C7Bd36,other,209,54,STRONG,-0.13071510196498762,-0.1500061700927866
PORTAL_ARC_ATLANTA_DATAATLA_7B1D4C8E25,Atlanta Dataatla 7B1D4C8E25,other,92,105,STRONG,-0.07999498608296816,-0.1343599308362947
PORTAL_ARC_ATLANTA_DATAATLA_7D3C4A9739,Atlanta Dataatla 7D3C4A9739,other,57,82,STRONG,-0.0887169257422994,-0.11548285836478046
PORTAL_ARC_ATLANTA_DATAATLA_7E542E6BFA,Atlanta Dataatla 7E542E6Bfa,other,20,62,STRONG,-0.10364094183158142,-0.15515738830632658
PORTAL_ARC_ATLANTA_DATAATLA_898CD032B3,Atlanta Dataatla 898Cd032B3,other,109,59,STRONG,-0.06259951109954368,-0.17030515277127078
PORTAL_ARC_ATLANTA_DATAATLA_93AA493487,Atlanta Dataatla 93Aa493487,other,280,92,STRONG,-0.07001027569103478,-0.14527359500539588
PORTAL_ARC_ATLANTA_DATAATLA_A0F4032894,Atlanta Dataatla A0F4032894,other,109,59,STRONG,-0.06036559023059822,-0.1599799723194626
PORTAL_ARC_ATLANTA_DATAATLA_A29D594B47,Atlanta Dataatla A29D594B47,other,7,39,CORROBORATED,-0.08687251945701123,-0.1773859064568052
PORTAL_ARC_ATLANTA_DATAATLA_A59DB2E766,Atlanta Dataatla A59Db2E766,other,322,54,STRONG,-0.13127529783175976,-0.1587483691021777
PORTAL_ARC_ATLANTA_DATAATLA_A6A6A74172,Atlanta Dataatla A6A6A74172,other,118,24,STRONG,-0.3022023443255187,-0.4654722791568165
PORTAL_ARC_ATLANTA_DATAATLA_A6D51869AF,Atlanta Dataatla A6D51869Af,other,128,24,STRONG,-0.3127659456726694,-0.4605421369682604
PORTAL_ARC_ATLANTA_DATAATLA_A9FA6B1C3C,Atlanta Dataatla A9Fa6B1C3C,other,35,65,STRONG,-0.0757314717161437,-0.16562985923866433
PORTAL_ARC_ATLANTA_DATAATLA_AAF9599F45,Atlanta Dataatla Aaf9599F45,other,118,24,STRONG,-0.2970674997045997,-0.4785537919967663
PORTAL_ARC_ATLANTA_DATAATLA_B9DC3DFA97,Atlanta Dataatla B9Dc3Dfa97,other,598,29,STRONG,-0.254405063062615,-0.39580516339237504
PORTAL_ARC_ATLANTA_DATAATLA_BAA69E0D06,Atlanta Dataatla Baa69E0D06,other,51,73,STRONG,-0.09533542787876531,-0.11315985389860955
PORTAL_ARC_ATLANTA_DATAATLA_BAAC9A60C4,Atlanta Dataatla Baac9A60C4,other,127,24,STRONG,-0.2904101533998178,-0.4631880957063394
PORTAL_ARC_ATLANTA_DATAATLA_C1DA9CD6A0,Atlanta Dataatla C1Da9Cd6A0,other,30,79,STRONG,-0.10167570866026948,-0.12585550973415816
PORTAL_ARC_ATLANTA_DATAATLA_CC5FA4CA01,Atlanta Dataatla Cc5Fa4Ca01,other,390,79,STRONG,-0.0949637811663171,-0.13845984902588873
PORTAL_ARC_ATLANTA_DATAATLA_CF92C66AB6,Atlanta Dataatla Cf92C66Ab6,other,515,23,STRONG,-0.030249847219624867,-0.1659025065996853
PORTAL_ARC_ATLANTA_DATAATLA_D70207FA18,Atlanta Dataatla D70207Fa18,other,2000,3,STRONG,-6.735284262611912,-4.146626774811314
PORTAL_ARC_ATLANTA_DATAATLA_D8DF9588A6,Atlanta Dataatla D8Df9588A6,other,15,3,STRONG,-6.678774746006131,-4.155642477052461
PORTAL_ARC_ATLANTA_DATAATLA_DDCDF8F47F,Atlanta Dataatla Ddcdf8F47F,other,2000,88,STRONG,-0.05621127918028414,-0.1443746204456699
PORTAL_ARC_ATLANTA_DATAATLA_DE1E9D4350,Atlanta Dataatla De1E9D4350,other,531,73,STRONG,-0.10440846063829436,0.11198360354079805
PORTAL_ARC_ATLANTA_DATAATLA_E1F71F6EE6,Atlanta Dataatla E1F71F6Ee6,other,544,109,STRONG,-0.0661283467078159,-0.13253050135588762
PORTAL_ARC_ATLANTA_DATAATLA_E2C03512E7,Atlanta Dataatla E2C03512E7,other,42,64,STRONG,-0.07195598604636108,-0.15400726009271065
PORTAL_ARC_ATLANTA_DATAATLA_E3F1BF2204,Atlanta Dataatla E3F1Bf2204,other,536,109,STRONG,-0.06489894990889339,-0.12673552402875252
PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7,Atlanta Dataatla Ead25Cbdc7,other,2000,17,STRONG,0.05478338508050208,0.1813688263312991
PORTAL_ARC_ATLANTA_DATAATLA_F07E02DA21,Atlanta Dataatla F07E02Da21,other,73,75,STRONG,-0.07958928056584515,-0.12711603605241453
PORTAL_ARC_ATLANTA_DATAATLA_FB2953F9B7,Atlanta Dataatla Fb2953F9B7,other,2000,74,STRONG,-0.0382444617748726,-0.11528952413061391
PORTAL_ARC_ATLANTA_DATAATLA_FD3576897B,Atlanta Dataatla Fd3576897B,other,15,54,STRONG,-0.09385979711195278,-0.15077084984958536
PORTAL_ARC_CLEVELAND_OPEN_D_590209B88B,Cleveland Open D 590209B88B,other,34,0,,,
PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,Columbus Gis Ope 8259461C2A,other,2000,7,STEEL,0.1921846881350543,0.0928700206149131
PORTAL_ARC_FORT_WORTH_OPEN_2259070522,Fort Worth Open 2259070522,other,19,3,STRONG,0.2918103257123801,0.28255545223041023
PORTAL_ARC_FORT_WORTH_OPEN_9F0879147A,Fort Worth Open 9F0879147A,other,2000,0,,,
PORTAL_ARC_HARRIS_COUNTY_OP_0F9C7FCB29,Harris County Op 0F9C7Fcb29,other,12,0,,,
PORTAL_ARC_HARRIS_COUNTY_OP_119B70555B,Harris County Op 119B70555B,other,74,0,,,
PORTAL_ARC_HARRIS_COUNTY_OP_12691A85A0,Harris County Op 12691A85A0,other,38,53,CORROBORATED,-0.12440220341612061,-0.022175335912033946
PORTAL_ARC_HARRIS_COUNTY_OP_167EC31B95,Harris County Op 167Ec31B95,other,96,75,CORROBORATED,-0.10673186103787197,-0.021248741060908766
PORTAL_ARC_HARRIS_COUNTY_OP_183E778C9D,Harris County Op 183E778C9D,other,292,91,STRONG,-0.11732900022131681,-0.05796259122161734
PORTAL_ARC_HARRIS_COUNTY_OP_1966AC023B,Harris County Op 1966Ac023B,other,55,59,CORROBORATED,-0.14818254151680527,0.006784842466326305
PORTAL_ARC_HARRIS_COUNTY_OP_19FE875D1D,Harris County Op 19Fe875D1D,other,35,64,CORROBORATED,-0.1315379990184896,-0.028190665546952223
PORTAL_ARC_HARRIS_COUNTY_OP_1A53499962,Harris County Op 1A53499962,other,372,81,STRONG,-0.140413331392484,-0.017576291420175732
PORTAL_ARC_HARRIS_COUNTY_OP_1BA6E8027E,Harris County Op 1Ba6E8027E,other,27,3,STRONG,0.19463946163395734,0.36386459259235454
PORTAL_ARC_HARRIS_COUNTY_OP_1F4D98F329,Harris County Op 1F4D98F329,other,1143,40,STRONG,-0.1779325599877315,-0.13090732844077624
PORTAL_ARC_HARRIS_COUNTY_OP_2718B3279A,Harris County Op 2718B3279A,other,77,95,CORROBORATED,-0.09911200530955856,-0.016678055004275237
PORTAL_ARC_HARRIS_COUNTY_OP_28CF881303,Harris County Op 28Cf881303,other,13,68,STRONG,-0.12088435804453647,0.019183623604176685
PORTAL_ARC_HARRIS_COUNTY_OP_2A7A02B1E2,Harris County Op 2A7A02B1E2,other,14,14,STRONG,-0.4770811811135081,0.30552117006282126
PORTAL_ARC_HARRIS_COUNTY_OP_2D6F9D0DA7,Harris County Op 2D6F9D0Da7,other,2000,35,STRONG,-0.05398281272706911,-0.009591277392535631
PORTAL_ARC_HARRIS_COUNTY_OP_32D5FF05CA,Harris County Op 32D5Ff05Ca,other,100,12,STRONG,-0.3665639628900549,0.23469681711794388
PORTAL_ARC_HARRIS_COUNTY_OP_3304C540B7,Harris County Op 3304C540B7,other,645,40,STRONG,-0.18978268538334095,-0.12403952665925264
PORTAL_ARC_HARRIS_COUNTY_OP_33A3918C80,Harris County Op 33A3918C80,other,363,65,CORROBORATED,-0.14855001985044716,-0.0007315182207027053
PORTAL_ARC_HARRIS_COUNTY_OP_360277F8CB,Harris County Op 360277F8Cb,other,2,0,,,
PORTAL_ARC_HARRIS_COUNTY_OP_374D2E791F,Harris County Op 374D2E791F,other,77,95,CORROBORATED,-0.09892411594356056,-0.012679891140393395
PORTAL_ARC_HARRIS_COUNTY_OP_3CFE4113ED,Harris County Op 3Cfe4113Ed,other,2,0,,,
PORTAL_ARC_HARRIS_COUNTY_OP_3E1426DF10,Harris County Op 3E1426Df10,other,372,81,STRONG,-0.14620022266828994,-0.02130426323359627
PORTAL_ARC_HARRIS_COUNTY_OP_3E1A188E92,Harris County Op 3E1A188E92,other,642,106,CORROBORATED,-0.08817932903389095,-0.008927465744972841
PORTAL_ARC_HARRIS_COUNTY_OP_3E3BFD2059,Harris County Op 3E3Bfd2059,other,254,22,STRONG,-0.397060421952014,0.2346487240404243
PORTAL_ARC_HARRIS_COUNTY_OP_41FBA6BF22,Harris County Op 41Fba6Bf22,other,15,12,STRONG,-0.5291672814775682,0.34005292139342413
PORTAL_ARC_HARRIS_COUNTY_OP_4E0F396A33,Harris County Op 4E0F396A33,other,755,6,GEO,-0.1712803813626274,-0.1644532989302374
PORTAL_ARC_HARRIS_COUNTY_OP_4F19F66C45,Harris County Op 4F19F66C45,other,56,63,CORROBORATED,-0.09083929823132657,-0.027373627307634058
PORTAL_ARC_HARRIS_COUNTY_OP_510B4A2AB2,Harris County Op 510B4A2Ab2,other,924,93,STRONG,-0.09206282776980232,-0.03949802476348866
PORTAL_ARC_HARRIS_COUNTY_OP_52229E2E24,Harris County Op 52229E2E24,other,488,34,STRONG,-0.19114860772248748,-0.1366009805593317
PORTAL_ARC_HARRIS_COUNTY_OP_58FAB3B4F7,Harris County Op 58Fab3B4F7,other,1022,14,STRONG,-0.5004054158172266,0.3273418092070083
PORTAL_ARC_HARRIS_COUNTY_OP_5AB72D4A23,Harris County Op 5Ab72D4A23,other,526,18,STEEL,-0.11902935523363573,-0.08977525056263319
PORTAL_ARC_HARRIS_COUNTY_OP_6133483DE0,Harris County Op 6133483De0,other,67,46,GEO,-0.13451400497864915,-0.049679487718328974
PORTAL_ARC_HARRIS_COUNTY_OP_619A8F0A78,Harris County Op 619A8F0A78,other,642,106,CORROBORATED,-0.08573062908505076,-0.00839107036330855
PORTAL_ARC_HARRIS_COUNTY_OP_6529979A2A,Harris County Op 6529979A2A,other,214,99,STRONG,-0.11357720518006414,-0.050992798629072356
PORTAL_ARC_HARRIS_COUNTY_OP_672C54ADB5,Harris County Op 672C54Adb5,other,1574,92,STRONG,-0.09684295889641889,-0.03164214209652205
PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7,Harris County Op 6Cdcf96Ca7,other,34,86,STRONG,-0.0849695859055623,0.005156175956041117
PORTAL_ARC_HARRIS_COUNTY_OP_78806A4CF7,Harris County Op 78806A4Cf7,other,35,64,CORROBORATED,-0.1288478545481435,-0.015404064961016328
PORTAL_ARC_HARRIS_COUNTY_OP_795533139C,Harris County Op 795533139C,other,100,12,STRONG,-0.3556122948130573,0.24393865811070492
PORTAL_ARC_HARRIS_COUNTY_OP_8549EC1226,Harris County Op 8549Ec1226,other,1464,99,STRONG,-0.16159724301596334,0.02142773787318966
PORTAL_ARC_HARRIS_COUNTY_OP_86AE12CFC0,Harris County Op 86Ae12Cfc0,other,1128,57,STEEL,-0.1104209675610064,0.0033593096752444814
PORTAL_ARC_HARRIS_COUNTY_OP_87F4853C1A,Harris County Op 87F4853C1A,other,30,84,STRONG,-0.08156390168003169,0.01445130955240102
PORTAL_ARC_HARRIS_COUNTY_OP_89477F0032,Harris County Op 89477F0032,other,1022,14,STRONG,-0.4923830077802088,0.3396384459723415
PORTAL_ARC_HARRIS_COUNTY_OP_8CE538DBE3,Harris County Op 8Ce538Dbe3,other,2000,7,STRONG,-0.4044897593310993,0.2957612032252764
PORTAL_ARC_HARRIS_COUNTY_OP_A2C8055EFB,Harris County Op A2C8055Efb,other,2000,113,STRONG,-0.07920221396297453,-0.05019030639715227
PORTAL_ARC_HARRIS_COUNTY_OP_A2DAE85C30,Harris County Op A2Dae85C30,other,38,53,CORROBORATED,-0.13784343507192245,-0.038934035828574506
PORTAL_ARC_HARRIS_COUNTY_OP_A35053AC76,Harris County Op A35053Ac76,other,38,11,STRONG,-0.34879300176312966,0.2157917416962239
PORTAL_ARC_HARRIS_COUNTY_OP_A5E2395522,Harris County Op A5E2395522,other,13,68,STRONG,-0.12567723598000866,0.016925570399867
PORTAL_ARC_HARRIS_COUNTY_OP_B7635629A1,Harris County Op B7635629A1,other,2000,10,STRONG,-0.5255130087609974,0.3206089327595571
PORTAL_ARC_HARRIS_COUNTY_OP_B86519B42D,Harris County Op B86519B42D,other,2000,113,STRONG,-0.08062940490665667,-0.05355089196385913
PORTAL_ARC_HARRIS_COUNTY_OP_BEF7C03176,Harris County Op Bef7C03176,other,755,72,CORROBORATED,-0.10894381951509911,-0.03130052077153251
PORTAL_ARC_HARRIS_COUNTY_OP_C23DC4BAF8,Harris County Op C23Dc4Baf8,other,782,17,STRONG,-0.46542911376954893,0.31270841268390864
